Database,Record Type,Data Element,Value,Term,SubmissionType,Average,Standard Deviation
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PL,2,B,0.0001822901,2.19673474213971E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PL,2,E,0.0002477059,8.82329059614406E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PL,3,B,0.000134628,2.19673474213971E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PL,3,E,0.0002653208,0.00010568118876727
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PO,1,E,2.194513E-05,3.31712518993614E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PO,2,B,1.141513E-05,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PO,2,E,2.077504E-05,3.05922013482355E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PO,3,B,2.269272E-05,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PO,3,E,1.259696E-05,2.12974457141627E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,QA,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,QA,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,QA,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,QA,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,QA,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RE,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RE,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RE,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RE,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RE,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RO,1,E,0.0004490757,0.000103991140404343
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RO,2,B,0.0004796726,9.0294509108441E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RO,2,E,0.0004332979,6.57399982269259E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RO,3,B,0.0004028027,9.0294509108441E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RO,3,E,0.0004000114,6.59641888274327E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RS,1,E,0.0009631675,0.000617347513661955
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RS,2,B,0.001010659,8.46711930779236E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RS,2,E,0.0008372507,0.000591627197996777
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RS,3,B,0.001053728,8.46711930779236E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RS,3,E,0.0008630882,0.000587111949493271
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RW,1,E,2.254482E-05,4.22095487863237E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RW,2,B,1.141513E-05,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RW,2,E,1.818187E-05,2.63713666377448E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RW,3,B,2.231994E-05,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RW,3,E,1.81289E-05,2.47292704113816E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TB,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TB,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TB,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TB,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TB,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SH,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SH,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SH,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SH,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SH,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SC,1,E,1.933964E-05,2.60960084622913E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SC,2,B,1.08454E-05,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SC,2,E,1.572949E-05,1.81386242657766E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SC,3,B,1.127803E-05,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SC,3,E,1.699081E-05,2.31922032325723E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ST,1,E,1.578228E-05,1.92423018485914E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ST,2,B,6.875328E-05,2.87025386066354E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ST,2,E,2.810361E-05,3.03588987747936E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ST,3,B,7.786504E-05,2.87025386066354E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ST,3,E,3.346296E-05,3.62779041261821E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RN,1,E,3.757478E-06,1.24621434207875E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RN,2,B,2.324637E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RN,2,E,6.167956E-06,1.23437107336317E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RN,3,B,2.231994E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RN,3,E,6.264796E-06,1.25310821874419E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SB,1,E,5.478548E-06,1.25846054888705E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SB,2,B,1.183124E-05,1.6731899273225E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SB,2,E,1.012906E-05,1.25267068527562E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SB,3,B,1.097358E-05,1.6731899273225E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SB,3,E,9.967661E-06,1.24815730444995E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,VC,1,E,3.153562E-05,3.03095058758429E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,VC,2,B,2.324637E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,VC,2,E,1.309976E-05,1.33818253750333E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,VC,3,B,2.231994E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,VC,3,E,1.049988E-05,1.32703061854703E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WS,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WS,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WS,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WS,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WS,3,E,2.257744E-06,6.77323205309222E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SM,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SM,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SM,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SM,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SM,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TP,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TP,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TP,2,E,7.143184E-06,1.09241280055143E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TP,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TP,3,E,4.268396E-06,8.56556545013065E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SA,1,E,9.112778E-05,8.39860072909334E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SA,2,B,5.676841E-05,1.61082068188545E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SA,2,E,6.926347E-05,5.02847300170034E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SA,3,B,0.0001356469,1.61082068188545E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SA,3,E,9.339652E-05,9.42559917765879E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SG,1,E,9.763272E-05,8.12777450088859E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SG,2,B,0.0001808882,2.78325233475391E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SG,2,E,8.67784E-05,7.14825670903165E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SG,3,B,0.0002015194,2.78325233475391E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SG,3,E,0.0001067644,8.15963988744606E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RI,1,E,4.932774E-05,4.09176763405071E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RI,2,B,6.818355E-05,2.42455645720321E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RI,2,E,5.467838E-05,4.02430190408227E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RI,3,B,7.854227E-05,2.42455645720321E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,RI,3,E,4.918691E-05,3.90550461534373E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SE,1,E,7.574257E-06,1.8737042854167E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SE,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SE,2,E,1.236804E-05,1.73962759905268E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SE,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SE,3,E,1.156916E-05,1.9117566724845E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SL,1,E,0.0002753946,8.43529230952351E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SL,2,B,0.0002287828,5.01079108819912E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SL,2,E,0.0002123946,4.9442523844388E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SL,3,B,0.0002912714,5.01079108819912E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SL,3,E,0.0002384305,6.28187852444648E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SN,1,E,5.456932E-05,9.44309025780967E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SN,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SN,2,E,4.436285E-05,7.18532262726273E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SN,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SN,3,E,4.939436E-05,7.42061197559471E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NN,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NN,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NN,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NN,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NN,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,LO,1,E,2.827083E-05,3.70514242367559E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,LO,2,B,4.436744E-05,4.03395272077705E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,LO,2,E,5.243236E-05,5.8077183542141E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,LO,3,B,3.352963E-05,4.03395272077705E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,LO,3,E,3.301436E-05,4.12052569167884E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SI,1,E,4.823172E-06,1.08601147057418E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SI,2,B,6.818355E-05,2.42455645720321E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SI,2,E,2.997249E-05,2.66526818582259E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SI,3,B,6.719592E-05,2.42455645720321E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SI,3,E,2.936352E-05,2.64635983607486E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,BP,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,BP,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,BP,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,BP,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,BP,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SO,1,E,5.419715E-05,6.39250874261703E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SO,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SO,2,E,3.457334E-05,4.12196318709393E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SO,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SO,3,E,5.885855E-05,6.40660799407416E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SF,1,E,0.0001800076,0.000140716534085077
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SF,2,B,0.0002951483,5.78673255484297E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SF,2,E,0.0001564834,0.000116749688405322
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SF,3,B,0.0002238394,5.78673255484297E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SF,3,E,0.0001397976,9.90068967982425E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SX,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SX,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SX,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SX,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SX,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KS,1,E,0.0003020464,0.000230385078008847
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KS,2,B,0.0006266226,7.51070869701108E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KS,2,E,0.0003091307,0.000248293484745096
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KS,3,B,0.0005711653,7.51070869701108E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KS,3,E,0.0002664017,0.000224477533888274
SDB,1,DE1033-NATION-OF-CITIZENSHIP,OD,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,OD,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,OD,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,OD,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,OD,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SP,1,E,0.000219177,0.000145919614739664
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SP,2,B,0.0002628746,5.13177056883476E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SP,2,E,0.0001449366,0.000117726945233637
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SP,3,B,0.0002341357,5.13177056883476E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SP,3,E,0.0001282417,0.000105528362491477
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PG,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PG,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PG,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PG,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PG,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CE,1,E,2.151204E-06,7.13473708345471E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CE,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CE,2,E,8.207545E-06,1.26129572110303E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CE,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CE,3,E,2.879521E-06,8.63856294017751E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,U3,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,U3,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,U3,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,U3,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,U3,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SU,1,E,0.0009837231,0.000602973497786685
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SU,2,B,0.001274629,0.000105645346060668
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SU,2,E,0.0007208318,0.00049776054009942
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SU,3,B,0.001399196,0.000105645346060668
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SU,3,E,0.0007588811,0.000511156506605629
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NS,1,E,4.334073E-05,3.40791102156393E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NS,2,B,2.324637E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NS,2,E,1.955911E-05,2.23082716224751E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NS,3,B,3.359796E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,NS,3,E,2.006284E-05,1.89572893631992E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SV,1,E,0.0001644195,0.000286776263118051
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SV,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SV,2,E,0.000139369,0.000221797336043472
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SV,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SV,3,E,0.0001409699,0.000215539006923005
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WZ,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WZ,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WZ,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WZ,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,WZ,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SW,1,E,2.868675E-05,4.21735793337843E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SW,2,B,1.141513E-05,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SW,2,E,6.364157E-06,1.90924714843277E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SW,3,B,4.501264E-05,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SW,3,E,1.459336E-05,2.87952932624772E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SZ,1,E,6.547111E-05,6.53137874958799E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SZ,2,B,6.875328E-05,2.87025386066354E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SZ,2,E,4.704537E-05,4.70848679329291E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SZ,3,B,6.756869E-05,2.87025386066354E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SZ,3,E,4.443941E-05,3.57494910747223E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SY,1,E,0.00110268,0.000309133404027717
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SY,2,B,0.00106068,0.000179281133236394
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SY,2,E,0.0009157087,0.000238582797283625
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SY,3,B,0.001231374,0.000179281133236394
SDB,1,DE1033-NATION-OF-CITIZENSHIP,SY,3,E,0.0009966288,0.000206235966468738
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TW,1,E,5.492269E-05,4.15234219678292E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TW,2,B,5.733815E-05,1.7567218085997E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TW,2,E,6.576825E-05,4.22352300254178E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TW,3,B,3.329351E-05,1.7567218085997E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TW,3,E,5.181763E-05,3.05164579686228E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TI,1,E,2.243521E-06,7.44091658202644E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TI,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TI,2,E,2.390972E-06,7.17291623004712E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TI,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TI,3,E,4.268396E-06,8.56556545013065E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TZ,1,E,9.404244E-05,7.39585432187493E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TZ,2,B,0.0001018592,2.71091411242994E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TZ,2,E,6.149122E-05,5.87969285009824E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TZ,3,B,8.982029E-05,2.71091411242994E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TZ,3,E,5.93318E-05,3.58234375688335E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TH,1,E,0.0004339968,0.000143989285696433
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TH,2,B,0.0005581318,8.38988748585844E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TH,2,E,0.0004201241,0.000110680653935687
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TH,3,B,0.000469017,8.38988748585844E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TH,3,E,0.0003886376,7.4099801394953E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TT,1,E,0.0001033654,0.000179438074766754
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TT,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TT,2,E,0.0001078507,0.000170143135933573
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TT,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TT,3,E,0.0001104235,0.000169379714933268
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TO,1,E,0.0001354016,8.95082688365315E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TO,2,B,0.0001369368,3.02649897451591E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TO,2,E,0.0001289891,9.90646486200387E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TO,3,B,0.0001339507,3.02649897451591E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TO,3,E,0.0001105614,8.17120152729368E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TL,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TL,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TL,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TL,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TL,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TN,1,E,7.154678E-06,1.60226684950869E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TN,2,B,1.08454E-05,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TN,2,E,2.924917E-06,8.77475085871992E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TN,3,B,0,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TN,3,E,5.225892E-06,1.05195547688851E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TD,1,E,0.0002401634,0.000133060861275043
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TD,2,B,0.0002159658,1.82910083015664E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TD,2,E,0.0002077719,0.00010774554296296
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TD,3,B,0.0002572012,1.82910083015664E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TD,3,E,0.000214286,0.000115936735792404
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TE,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TE,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TE,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TE,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TE,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TS,1,E,7.514955E-06,2.49242868415749E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TS,2,B,1.08454E-05,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TS,2,E,6.106996E-06,1.2227520476955E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TS,3,B,3.397074E-05,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TS,3,E,1.362831E-05,1.99939974414851E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TU,1,E,0.0002869011,0.000187676644920414
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TU,2,B,0.0003749007,0.00012240140361006
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TU,2,E,0.0002488776,0.000183092942586407
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TU,3,B,0.0003481399,0.00012240140361006
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TU,3,E,0.0002597618,0.000180097746784834
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TX,1,E,2.151204E-06,7.13473708345471E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TX,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TX,2,E,4.517018E-06,1.35510545078432E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TX,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TX,3,E,3.954679E-06,1.18640371510992E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TK,1,E,2.988995E-05,3.45209688068328E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TK,2,B,2.226053E-05,1.57560331608387E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TK,2,E,2.750949E-05,2.41780807377355E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TK,3,B,4.457154E-05,1.57560331608387E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TK,3,E,1.987389E-05,2.24300804827305E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TV,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TV,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TV,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,TV,3,B,0,0
