Database,Record Type,Data Element,Value,Term,SubmissionType,Average,Standard Deviation
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CM,3,B,8.951584E-05,4.93367099446528E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CM,3,E,9.799979E-05,2.39501656469741E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CA,1,E,0.0009247143,0.000148652258928472
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CA,2,B,0.000983425,0.000135611977316853
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CA,2,E,0.0009158637,0.000114927284664099
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CA,3,B,0.0008973206,0.000135611977316853
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CA,3,E,0.0008728803,0.000105375457507529
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CV,1,E,5.955638E-06,1.37945203744582E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CV,2,B,3.409177E-05,1.21227807492506E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CV,2,E,1.135138E-05,1.4075405064665E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CV,3,B,3.359796E-05,1.21227807492506E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CV,3,E,1.125083E-05,1.4117920743045E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CJ,1,E,1.603043E-05,2.55891094967877E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CJ,2,B,2.267664E-05,1.60801995579018E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CJ,2,E,1.113246E-05,1.37138676899887E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CJ,3,B,7.854227E-05,1.60801995579018E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CJ,3,E,2.172259E-05,3.43445323916752E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CT,1,E,3.558789E-05,3.99293483622888E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CT,2,B,3.310593E-05,2.65779131669241E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CT,2,E,3.775108E-05,3.89562821039035E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CT,3,B,2.262439E-05,2.65779131669241E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CT,3,E,3.482556E-05,3.30950224968014E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CD,1,E,4.503305E-05,3.73781323255087E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CD,2,B,2.324637E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CD,2,E,3.777591E-05,3.78589056490063E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CD,3,B,1.134636E-05,1.64455660681506E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CD,3,E,2.487861E-05,2.22394614958188E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CI,1,E,0.0001298967,5.41971049972245E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CI,2,B,0.0001028451,2.94691851354652E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CI,2,E,0.0001317257,5.67264278226768E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CI,3,B,0.0001122086,2.94691851354652E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CI,3,E,0.0001151685,4.01788363566535E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CH,1,E,0.0007807123,0.000377755066979153
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CH,2,B,0.001058509,0.000134393962404284
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CH,2,E,0.0007264968,0.000372212355224889
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CH,3,B,0.001062465,0.000134393962404284
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CH,3,E,0.00069604,0.000379395363066856
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KT,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KT,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KT,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KT,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,KT,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IP,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IP,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IP,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IP,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IP,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CK,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CK,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CK,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CK,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CK,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CO,1,E,0.004370183,0.000693891460779997
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CO,2,B,0.00390741,0.000387736915428208
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CO,2,E,0.003754697,0.000409080451590717
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CO,3,B,0.004087244,0.000387736915428208
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CO,3,E,0.00371556,0.000517670386911552
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CN,1,E,0.0002797577,0.000365548458162552
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CN,2,B,0.0001260914,4.47691344844929E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CN,2,E,0.0003140781,0.000389190775394378
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CN,3,B,5.547678E-05,4.47691344844929E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CN,3,E,0.0003122197,0.000356968951018785
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CF,1,E,0.0003353044,0.000257324418966148
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CF,2,B,0.0004471812,0.000200168797244155
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CF,2,E,0.0002631041,0.000241143128661504
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CF,3,B,0.0005369274,0.000200168797244155
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CF,3,E,0.00029354,0.00023545404521517
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CG,1,E,6.779776E-05,0.000119489479265759
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CG,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CG,2,E,6.427135E-05,0.000106374449327659
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CG,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CG,3,E,6.311385E-05,9.94723238205346E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CW,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CW,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CW,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CW,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CW,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CR,1,E,2.759117E-05,4.95545787764199E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CR,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CR,2,E,2.598945E-05,4.19397644803227E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CR,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CR,3,E,3.064962E-05,4.96122174900152E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CS,1,E,0.0001086926,5.18726841461208E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CS,2,B,9.142994E-05,1.87001941669084E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CS,2,E,0.0001132959,2.93010631106886E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CS,3,B,8.877028E-05,1.87001941669084E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CS,3,E,9.061644E-05,4.24615709709265E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IV,1,E,0.0001396414,0.000105832600909951
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IV,2,B,0.0001607529,7.22717738014773E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IV,2,E,9.992537E-05,7.32765036938468E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IV,3,B,0.0001789634,7.22717738014773E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,IV,3,E,9.622873E-05,7.42021511844405E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,HR,1,E,0.000190173,0.000148732421437961
SDB,1,DE1033-NATION-OF-CITIZENSHIP,HR,2,B,9.070657E-05,6.43208059642253E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,HR,2,E,0.000221215,0.000136117188050133
SDB,1,DE1033-NATION-OF-CITIZENSHIP,HR,3,B,8.937919E-05,6.43208059642253E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,HR,3,E,0.0001900182,0.00010016677379305
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CU,1,E,0.004320595,0.0009279460600523
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CU,2,B,0.004340129,0.000227136259446285
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CU,2,E,0.00393352,0.00061338716490754
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CU,3,B,0.004397487,0.000227136259446285
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CU,3,E,0.003688872,0.000713337477954301
SDB,1,DE1033-NATION-OF-CITIZENSHIP,UC,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,UC,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,UC,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,UC,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,UC,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CY,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CY,2,B,1.141513E-05,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CY,2,E,3.182079E-06,9.54623683355749E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CY,3,B,0,1.61434365915931E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,CY,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EZ,1,E,6.77946E-05,5.35658381256319E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EZ,2,B,0.0001246895,5.8146839561305E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EZ,2,E,7.155116E-05,5.77329539854412E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EZ,3,B,0.0001340874,5.8146839561305E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EZ,3,E,6.585997E-05,5.11171449040051E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DA,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DA,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DA,2,E,8.404497E-06,1.28940288275372E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DA,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DA,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DX,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DX,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DX,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DX,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DX,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DJ,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DJ,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DJ,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DJ,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DJ,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DO,1,E,0.0002676518,0.000393966608202925
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DO,2,B,3.450788E-05,2.9014015863723E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DO,2,E,0.000251115,0.000350139991670204
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DO,3,B,5.59179E-05,2.9014015863723E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DO,3,E,0.0002407208,0.000311670493493722
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DR,1,E,0.0006619258,0.000437380530349463
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DR,2,B,0.0006222631,9.29348204505062E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DR,2,E,0.0004569508,0.000310743931397265
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DR,3,B,0.0007742443,9.29348204505062E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,DR,3,E,0.0004955766,0.0003312301686588
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EC,1,E,0.0005309508,0.000211991033921764
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EC,2,B,0.0004235187,0.000201279910636403
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EC,2,E,0.0004604712,0.000140614433966261
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EC,3,B,0.0005722526,0.000201279910636403
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EC,3,E,0.0004573314,0.000126664280992755
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EG,1,E,0.0001788802,8.50009860221571E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EG,2,B,0.0003861622,9.02017903392515E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EG,2,E,0.0002176089,0.000133864826850797
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EG,3,B,0.0003244655,9.02017903392515E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EG,3,E,0.0001846448,9.75211491619231E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ES,1,E,0.0004147502,0.000285576098761928
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ES,2,B,0.0004223793,0.000147133183581719
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ES,2,E,0.000334936,0.000189344087355877
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ES,3,B,0.0005490876,0.000147133183581719
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ES,3,E,0.000328657,0.000221208398942062
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EK,1,E,3.180625E-05,3.58155058386994E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EK,2,B,1.08454E-05,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EK,2,E,1.778347E-05,1.94383287552215E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EK,3,B,1.127803E-05,1.53377125309552E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EK,3,E,1.703509E-05,1.78247628262009E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ER,1,E,0.0002219742,0.000181125948800411
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ER,2,B,0.0001966628,0.000104033233983127
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ER,2,E,0.0002502913,0.000224124472666031
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ER,3,B,0.0002584873,0.000104033233983127
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ER,3,E,0.000192796,0.000131831486256437
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EN,1,E,8.113738E-05,6.88170106513765E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EN,2,B,0.0001021217,4.82381739360063E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EN,2,E,7.204425E-05,5.95310626394454E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EN,3,B,8.937919E-05,4.82381739360063E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EN,3,E,7.029455E-05,5.86859197208157E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ET,1,E,0.001194435,0.000226451568596832
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ET,2,B,0.001003604,0.000137859429876468
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ET,2,E,0.001036671,0.000215930947745005
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ET,3,B,0.001018509,0.000137859429876468
SDB,1,DE1033-NATION-OF-CITIZENSHIP,ET,3,E,0.0009882725,0.000121246868023842
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PJ,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PJ,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PJ,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PJ,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,PJ,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EU,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EU,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EU,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EU,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,EU,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FK,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FK,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FK,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FK,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FK,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FO,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FO,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FO,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FO,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FO,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FJ,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FJ,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FJ,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FJ,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FJ,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FI,1,E,2.243521E-06,7.44091658202644E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FI,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FI,2,E,2.282323E-06,6.84696879034164E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FI,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FI,3,E,2.346371E-06,7.03911300661275E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FR,1,E,0.0001238446,5.14289312522004E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FR,2,B,0.0001256753,5.89030335704841E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FR,2,E,9.826678E-05,4.99071223135631E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FR,3,B,0.000134833,5.89030335704841E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FR,3,E,0.0001170054,4.31317270034385E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FG,1,E,2.243521E-06,7.44091658202644E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FG,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FG,2,E,2.258509E-06,6.77552725392161E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FG,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FG,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FP,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FP,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FP,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FP,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FP,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FS,1,E,7.066692E-06,1.23153383806315E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FS,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FS,2,E,4.649481E-06,9.30367843915996E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FS,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,FS,3,E,4.268396E-06,8.56556545013065E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GB,1,E,0.0001822604,0.000310194169531263
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GB,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GB,2,E,0.0002053774,0.000313870202885573
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GB,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GB,3,E,0.0002052941,0.000320056865670176
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GA,1,E,3.209562E-05,2.76034387286764E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GA,2,B,4.649275E-05,3.28911337583891E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GA,2,E,1.722059E-05,2.41753547655754E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GA,3,B,4.419875E-05,3.28911337583891E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GA,3,E,1.915473E-05,2.7243494945666E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GZ,1,E,3.062438E-05,3.71010423772649E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GZ,2,B,3.409177E-05,1.21227807492506E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GZ,2,E,1.657305E-05,1.37695601608296E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GZ,3,B,5.629067E-05,1.21227807492506E-06
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GZ,3,E,2.506369E-05,2.82372620256755E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GG,1,E,3.13687E-05,3.37696200149505E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GG,2,B,6.776744E-05,2.7517694951722E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GG,2,E,3.360131E-05,2.96154910964366E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GG,3,B,2.262439E-05,2.7517694951722E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GG,3,E,2.282078E-05,1.98078027159042E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GM,1,E,0.0003418334,0.000167357549614774
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GM,2,B,0.0004319315,3.6582060622064E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GM,2,E,0.000290965,0.000167643523764791
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GM,3,B,0.0004031072,3.6582060622064E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GM,3,E,0.0003050299,0.000166572400764328
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GH,1,E,0.0002846957,0.000130032325329886
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GH,2,B,0.0001725842,7.68029910294857E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GH,2,E,0.0002078046,7.49822538256181E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GH,3,B,0.0002574062,7.68029910294857E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GH,3,E,0.0002363616,9.22015937108418E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GI,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GI,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GI,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GI,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GI,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GO,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GO,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GO,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GO,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GO,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GR,1,E,1.599176E-05,2.67485313381336E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GR,2,B,7.959868E-05,1.6537947517819E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GR,2,E,4.630902E-05,2.84290227415323E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GR,3,B,7.854227E-05,1.6537947517819E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GR,3,E,5.275934E-05,3.0949235983794E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GL,1,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GL,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GL,2,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GL,3,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GL,3,E,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GJ,1,E,2.752661E-05,2.60538733433351E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GJ,2,B,0,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GJ,2,E,1.840035E-05,1.59798036608493E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GJ,3,B,1.134636E-05,0
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GJ,3,E,1.779047E-05,1.98247159072098E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GP,1,E,2.477807E-05,3.25487097163434E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GP,2,B,2.267664E-05,1.60801995579018E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GP,2,E,1.937797E-05,2.54000497541134E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GP,3,B,3.322518E-05,1.60801995579018E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GP,3,E,1.739565E-05,2.36918661154195E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GT,1,E,0.0003355251,0.000120123626448839
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GT,2,B,0.0002620424,6.08720613781885E-05
SDB,1,DE1033-NATION-OF-CITIZENSHIP,GT,2,E,0.0002739544,4.42428559397384E-05
